StartDate,Q34,user_id,StartDate_month_day,group
2024-10-03 12:54:45,旦那がいきなり土曜保育を頼んできて苛立った。先週も土曜保育使ったし、子どもはかわいそうだったし。しかも両方がバカみたいな釣り案件で、しかもそのせいで先週子どもは夜ごはんもお風呂も入らずに釣りの疲れで寝た旦那と私が夜遅くに仕事で帰ってくるまでひとりでYouTubeを見て待っていた。ごはんも食べずに。今回もしまたそうなったら私は普段は協力的な旦那さんに相当怒ってどこか高級な宿に家族旅行をおごってもらおうと考えている。,Yuko_office,10月03日,groupb
2024-10-03 12:57:39,昨日に引き続き今日も雨。雨の日はいつもだるいのに、今朝は朝からキビキビと動けた。小さな仕事をいくつかこなして、プレゼントのラッピングをして買い物へ。いつも購入しているビターチョコレートが店頭から消えていて残念。これからどのチョコレートを買おうか検討しなくてはいけない。今夜は久しぶりにたこ焼きパーティーをする。ちゃんとできるか心配だけど、きっと楽しい夜になるはず。,2503650,10月03日,groupb
2024-10-03 12:55:36,今日は部屋の掃除や断捨離をしていた。隅々まで掃除をすると気分が良いものだ。私は今断捨離にはまっていて、色んな物を整理したり捨てたりしている。まだまだ捨てたい物がたくさんあるが、どうしても服がいつか着るかもしれないと思いきっぱりと手放せない。クローゼットをすっきりさせることが今の目標だ。物を減らして、はやくここから引っ越したい。,1778742,10月03日,groupa
2024-10-03 13:01:46,10月3日(木) 本日は、娘が学校、私も仕事です。 朝、子どもたちを学校へ送り出してから仕事を開始しました。 娘たちは、学校が終わり、友人宅へ行きました。 18時ころに帰宅してきました。 子どもたちが帰ってきてからは特に何もなく。 いつも通り、夕飯食べて、お風呂入って就寝です。,quartet456,10月03日,groupc
2024-10-03 12:59:36,雨が一日降ることはわかっていたので外出はなし。年末の寒いときに大掃除をするのは数年前から止めた。で、この時期から少しずつ始めている。雨の日は汚れが落ちやすいので窓拭きをするのが定番。なにしろ我が家は窓が多いので時間がかかる。嫌だが気合いをいれてスタート。,rdkny933,10月03日,groupc
2024-10-03 13:02:37,今日は予定通り、午前だけで仕事を終えた。雨が降りそうなので、昼食だけお寿司を食べに行って、あとは自宅で過ごす予定。最近よく買い物をするので、出費も抑えたい。振動マシンに乗ってから、タブレットを見て昼寝でもしよう。,5218071,10月03日,groupb
2024-10-03 13:01:04,今日は朝からカレーを作って食べました。昼もカレーを食べましたがカレーは飽きないです。そのほかモップ掛けをしました。棚の上など普段さぼりがちなところを重点的に掃除しました。洗濯機置き場の下もかけたのですがたくさん埃がたまっていて驚きました。仕事はひと段落ついてきました。新規の仕事待ちの体制です。引き続き頑張ろうと思います。,mor2kir1500,10月03日,groupc
2024-10-03 13:05:29,昨夜も次男の夜泣きが続いたので、途中から夫に託して私は寝てしまった。そのおかげで私はまとまって眠れたので良かった。朝は涼しくて窓を開けたら気持ちのいい風が入ってきてよかった。でもしばらくするとたくさん雨が降ってきてしまった。 長男が帰りにスニーカーがべたべたになっているかなあと心配している。,4999612,10月03日,groupa
2024-10-03 13:04:16,今日は天気予報通り朝から雨の一日だった。昨日のうちに買い物を済ませていたので、出掛けずに家で過ごした。前から読みたいと思っていたガブリエル・ガルシア=マルケスの『百年の孤独』を読んだが、なかなか面白い。続きを読むのが楽しみだ。,1117797,10月03日,groupb
2024-10-03 13:01:16,今日は夫と子供を送りだした後、公園のランニングコースを走ってきた。 天気はいまいちだが、公園にいる人たちの笑い声に助けられるようにひたすら走る。 お散歩程度の徒歩は頻繁に行っているが、本格的に走るのは夏前６月だったように思う。早いな･･･。 そりゃ、あっという間に歳とるよね。まるでブガッティ！,707767,10月03日,groupb
2024-10-03 13:22:08,今日は、同僚と昼食を食べに行った。中華とイタリアンで悩み、イタリアンを選んだ。シーザーサラダとペスカトーレを食べた。シーザーサラダはチーズたっぷりで、ペスカトーレは魚介がたくさん入っていて美味しかった。ご飯を食べながら、同僚と仕事の話や趣味の釣りの話をした。特に趣味の話で盛り上がって楽しかった。,4173223,10月03日,groupa
2024-10-03 13:27:45,今日は、朝から咳が出て困った。薬を飲んでもあまり効果がなく、ただ咳き込むばかりだった。とりあえず、咳止めのトローチを夫に買ってきてもらってもうしばらく様子を見ることにした。咳がでていると体力も落ちたように感じで辛いが、なんとか早く治したい。,94338,10月03日,groupc
2024-10-03 13:12:03,ウクライナとロシアの戦争も行く先が見えない中、イスラエルとイランの戦争が始まってしまうのか。報道ではイランも拡大は望んでいないとはいえ、イスラエルは矛先をパレスチナからレバノンに広げ拡大している。中東の戦争は紅海航行を不能とし、原油はもちろん、欧州からの船便は喜望峰を越えていかねばならぬ。輸入に頼る日本は本当は弱い存在なのだ。,5196867,10月03日,groupa
2024-10-03 13:17:51,今朝は午前8時すぎに起床。お弁当を作ったが、時間がなく冷凍食品をたくさん活用した。最近の冷凍食品は味が良いので、結構信頼している。午前中は作業をしていたけど煮詰まったので、動画配信サービスで映画を観た。今見ているのは「碁盤斬り」という映画だけど、最近観て面白かったのは「落下の解剖学」というフランス映画だ。自分が持っているバイアスが浮き彫りになっていくようで色々な意味でゾっとさせられたが、二転三転する展開が面白かった。,acu9751cw,10月03日,groupc
2024-10-03 13:29:48,子どもにさつまいものお焼きを食べさせるのが楽しみだ。ほかに焼きうどんの予定なので早めに晩ごはんの準備をしようと思う。天気が雨が降ったり止んだりイマイチなので外出しないので、ほかの家事も片付けようと思った。,にゃすも,10月03日,groupa
2024-10-03 13:29:03,今日はお稽古のストレッチに向かうために車の運転をしていたら、途中の交差点でパトカーに呼び止められました。なにかと思って聞いてみると、一時停止の標識があったのに一時停止しなかったとの事。慣れた交差点だったのに今まで気がつきませんでした。違反になったので罰金と加点ですが、幸い大きな事故など起こす心配もなくなり気が引き締まって良かったと思います。,878721,10月03日,groupb
2024-10-03 13:34:48,今日は朝から曇りがちなお天気。太陽が見えないと、心身ともに活動が鈍るように思う。そのせいもあるのだろうか、書かなければいけない原稿が、なかなか進まなくてまいってしまう。散歩にでも出れば、少しは気が晴れるだろうか。何かアイデアが浮かぶだろうか･･･。,1452004,10月03日,groupc
2024-10-03 13:39:36,昨日少し疲れることがあったので、今日は一日中体がだるく、精神もそれに引っ張られるような感じでした。 また昨日は仕事も遅くになってしまったので寝不足も重なって厳しかったです。 ただ寝不足に関しては少し仮眠をとったらかなり眠気が取れて、現時点ではそれほどつらくもありません。 とは言え、こうした寝不足が溜まるパターンは翌日のうっかり寝坊の可能性が大いにあるので、そこは十分気をつけておきたい。,3327831,10月03日,groupb
2024-10-03 13:24:00,今朝、保育園児の6歳の息子がおねしょをして敷布団・タオルケット・布団カバー・マット（全て2人分）とカーペットが濡れてしまったので朝から洗濯と掃除で大変でした。1週間で平均5日おねしょをするのが5年間も続いています。成長と共におしっこの量が増えて、一晩で300ml位出ている様です。 園の先生に相談したこともありますが、私が責めたり叱るのは良くないとアドバイスをもらったので何も言わずに我慢していますが、全然反省しておらずテレビを観て笑っている姿に苛立ちを感じます。私の我慢の限界がきたら諦めてオムツに戻るか、おねしょを卒業するか、どちらかになると思います。,5372982,10月03日,groupc
2024-10-03 13:48:38,充希ちゃん、トトロを見たがる。DVDは無いしYouTubeで予告を見せたら返してくれなさそうなので公式サイトのスライド集を見せる。それでも飽きずにずっと見ていて返してくれない…。食事の準備もあるので取り上げたらギャン泣き。 小皿を割ってしまった。ほぼ真っ二つ。かけらは拾い切ったと思う。念のため掃除機をかけたら充希ちゃんギャン泣き。ごめん。 安藤裕子の大阪倶楽部のチケットが当たっていた。嬉しいけれども入場待ちをどこですれば良いのか調べてもわからない。主催者に問い合わせようと思う。,1220629,10月03日,groupb
2024-10-03 13:47:00,今日はいつもよりも気合いを入れて、念入りに部屋を掃除しました。元々それほど物がないので大掛かりなものではないのですが、本棚の本を整理したり、壁を拭いたり床にワックスをかけたら、今腰が痛いです。 明日、明後日にはあちこちに筋肉痛が出そうで恐々としています。,769122,10月03日,groupc
2024-10-03 13:40:48,本日も昨日と同じですがドラマを見るために6時45分に起きました、早起きすると気分がいいですね。 今日は雨ふりなので寒い朝でした、ホットコーヒーを飲みながらドラマ鑑賞しました。 午前中はわりと雨が強かったので車での移動は気を使いましたね、雨の日は事故が起きやすいですし安全に留意する必要があります。 午前中はというと昨日預かっていた車の部品が届いたため組付けていました、まだ全部は完了していませんので午後も作業は続きます。 先ほど遅い昼食を取り少し休憩していました、本日のメニューは卵ご飯です2杯食べました。それでは午後も頑張っていこうと思います。,3602839,10月03日,groupc
2024-10-03 13:49:32,今日は雨がひどくて、郵便局へ行く用事を断念しました。（今週中に行けば間に合う内容だったので、できる限り雨の降っていない日に行きたくて。）毎日、昼休憩と仕事終わりに部屋の窓を全開にして換気をするのが日課なのですが、今日は雨のせいで換気ができなくて部屋の空気が淀んでいる感じがするので、なんだかスッキリしない気持ちです。太陽が出ていないから涼しいかなと思ったけど、湿気で意外とムシムシするし、もう１０月なのにまだまだエアコンが必要な日々が続くなと思いました。,4495877,10月03日,groupb
2024-10-03 13:48:45,10月3日。今日の明石の天気は曇り。曇天続きで気が滅入るけど、新しい仕事が2件入ったので少し気持が浮上した。昨日の画像加工の仕事がスケジュール通りに進んだので、昼過ぎまでゆっくり眠れた。今日も引き続き画像加工の仕事を頑張ろう。息抜きにアプリで「イリオス」の最新話を読んだ。面白かった。続きを読むのが楽しみ。来週の木曜日が待ち遠しい。,1454035,10月03日,groupc
2024-10-03 13:59:33,本日は、勤務のシフトの休みの日でした。 天候が雨の為、徒歩で、午前中の近隣のスーパーと郵便局窓口の差し出し以外は、自宅に在宅していました。 映画や、ネットショッピングでの買い物など自宅で出来ることをしていました。 天候不良も日は、自宅に在宅も良く感じられる終日でした。 ,4011894,10月03日,groupa
2024-10-03 14:09:48,コンビニでアイスを買った。1日1つアイスを食べるのが、私の小さな楽しみだ。今回は、クッキー＆クリームのアイスにした。初めて食べたアイスだったのだが、クッキーがたくさん入っていて美味しかった。アイスを食べると、幸せな気分になる。またこのアイスをリピートしようと思う。,4680788,10月03日,groupc
2024-10-03 14:14:47,今日は一日中雨だから、家でゴロゴロすることにした。お昼ご飯はお父さんが唐揚げ・チキン南蛮弁当を買って帰ってきてくれた。唐揚げがジューシーで美味しかった。デザートにピスタチオとカシスのパウンドケーキを食べて、お腹がいっぱいになった。　,4006340,10月03日,groupa
2024-10-03 14:31:30,今日も昨日と同様に仕事の1日でした。 昨日よりは忙しくなかったのですが、お昼ご飯前から腹痛が続いてしまい辛かったです。睡眠が足りていなかったのかなと思ったので、17時前には退社して休むことにしました。ただ食欲はあるので、明日には治っていると良いなと思います。,mo3177chi,10月03日,groupb
2024-10-03 14:32:59,朝８時から勉強を開始したが、５時間と少ししか寝てないからやっぱりすぐ眠くなった。少し仮眠を取ったり、10分の運動をしたりしながら、なんとか午前中に３時間の勉強をした。朝ごはんも食べていないから、12時前にはお昼ご飯にレトルトカレー。そして少し作業をして、また勉強再開。すぐ疲れて、スタバでテイクアウトのコーヒーを買ってくる。勉強に集中するにはどうしたら良いのか…。,ys15_cw,10月03日,groupc
2024-10-03 14:39:43,雨が続いた影響で一気に20度を割って体調を気を付けないといけないレベルの気候になってきた。仕事自体は特筆すべきこともなく平常業務で淡々と進んでいるが過ごしやすくなって来たので猛暑だった9月中旬までと比べてもやや集中しやすくなったなとここ数日で感じた。,4923339,10月03日,groupb
2024-10-03 14:46:45,今日は小雨で洗濯物が乾かない。困る。 スーパーのセールに行ってきたのだが、本当にセールかと疑いたくなるほどあらゆるものが高くなっていて慄いてしまった。特にチョコレートがすごい。テレビや新聞で値上のことは知っていたけれど、実際に確認すると衝撃がすごすぎる。 贅沢ができない代わりの楽しみとして安いチョコレートをつまむ、ということをしてきたけれど、今はもうそれすらできないのかと思うとつらい。 不作やら燃料代やら人件費やらで仕方ないのかもしれないが、仮にそれらが解決したとしても、もう値下げすることはないのだろうなあ。残念だなあ。,4921532,10月03日,groupb
2024-10-03 14:51:57,今日は朝から洗濯をしていて、大量の衣類を洗濯機で洗っていました。最初の内は順調に洗濯できていたのに、途中から脱水がうまくいかず洗濯機がガタガタ言い出した。洗濯機内で衣類が偏っており、これをほぐす作業に手間がかかり面倒くさかったです。しかも外は曇り空なので洗濯物を干せなかったです。,95866,10月03日,groupb
2024-10-03 14:53:54,今日は、自分が車屋さんに部品を取りにいかないといけなかったのに、車屋さんが家まで部品を持ってきてくれて取り付けてくれてとても助かった。いつも車屋さんに駐車するのが億劫だったから。しかも果物まで持ってきてくれて嬉しかった。息子、明日もテストあるのに、今寝てしまって大丈夫か？と思う。,113407,10月03日,groupa
2024-10-03 15:00:43,午前中に部屋の掃除をして、換気をしておこうと思っていたら、予報よりも早く雨が降り出してしまった。換気が不十分なのでエアコンの掃除もしたけど、また臭いがついてしまいそう。エアコンの臭いは、業者さんに本格的な掃除をしてもらわないととれないかも。 購入して5年目、前のエアコンはここまで臭わなかった。 密閉性が違うのか、カビも生えやすい気がする。 お掃除は、やっぱ、ダスキンなのかな～  お昼には雨足が強くなり この雨の中、お水とスポドリが届く 杏林堂さん、いつもありがとう。 お米も宅配してもらえるように在庫復活しないかな～,5780152,10月03日,groupc
2024-10-03 14:59:18,10月3日木曜日。ラジオを聴いていたら、Chat GPTの話をしていて、間違いに気づいたので指摘したら、Chat GPTは間違いを認め、とても丁寧に謝罪されたらしい。間違いを認めることと謝罪が結びついているのなら、単にシステム的とも思えるが、今後AIが個性を持つことがあったら、言い訳するやつとか、逆切れするやつとか現れるのだろうか？ 昨日宮崎空港の飛行機誘導路で不発弾が爆発したというニュースを聞いた。空港を作った時に、その不発弾は見つからなかったのだろうか？しかも、今頃になって爆発したということに驚いた。戦時中の不発弾が発見されたというニュースは年に何度か聞くが、爆発したというニュースは初めて聞いた。ケガ人が出なくてほんとによかったと思う。,2579314,10月03日,groupa
2024-10-03 15:26:30,1日宅建士の勉強。 今日の得点は35点。 目標は40点前後なので、まだまだ。 本番まであと2週間ちょっと。 追い込みがんばりたい。 パートの初出勤が8日に決まった。 緊張するけど、新しいことを始められるのは嬉しい。,5612737,10月03日,groupa
2024-10-03 15:31:03,今日の昼食は久しぶりにツナマヨサンドイッチを食べました。私は普段昼食はだいたいご飯なのですが、今日はツナマヨサンドイッチを安売りしていたので食べたいと思い選びました。とても美味しかったです。少したりない気がしたので、チャーハンも追加で食べました。満足した昼食でした。,1641297,10月03日,groupa
2024-10-03 15:33:38,随分前に買っていたホットケーキミックスの賞味期限が近づいていたので、お昼ご飯に蒸しパンを作った。絹ごし豆腐を入れて作ったら大失敗。生地が重く、生焼けっぽい味でまったくふわふわにならなかった。レシピ通りに作ったのに悔しい。何がダメだったのだろう。,4550563,10月03日,groupc
2024-10-03 15:22:09,昨日の暑さは何処へやら？曇天で小雨がぱらつく肌寒い日になった。それでも秋の新作アニメが続々とスタートしているので気分は上々。チャットボットくんから数日前に日記に書いたばかりの「踊る大捜査線」の話題が出てきてビックリしつつも、私も大好きなアニメ「夏目友人帳」をおすすめしてもらえたのは嬉しかったです。,3266322,10月03日,groupa
2024-10-03 15:40:33,夏のように暑かった昨日と違い、雨が降って少し肌寒さを感じた。ただ、それでも部屋の中は暖かく、蚊やハエが飛んでいるのが鬱陶しい。飛び回るスピードが意外と速いため、なかなか駆除できないのが悩みの種。あまり寒すぎるのも困るが、早く冬になって欲しい。,1335657,10月03日,groupb
2024-10-03 15:44:15,真夏日だった昨日から一転、あまりに寒くて長袖を引っ張り出しました。このまま衣替えをしてもいいものかと週間天気予報を確認したら、最高気温が20℃を切る日が出てくるようです。ようやく長い夏が終わりました。しかし東北の秋は一瞬で通り過ぎ、すぐに長い冬がやってきます。冬タイヤへの交換もそろそろ考えなくてはなりません。,4340461,10月03日,groupa
